budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
8200000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,15121,"[{'id': 836, 'name': 'resistance'}, {'id': 1201, 'name': 'austria'}, {'id': 1956, 'name': 'world war ii'}, {'id': 4344, 'name': 'musical'}, {'id': 6383, 'name': 'music competition'}, {'id': 7954, 'name': 'salzburg'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 11020, 'name': 'classic'}, {'id': 160175, 'name': 'alps'}, {'id': 165468, 'name': 'governess'}, {'id': 165470, 'name': 'convent'}, {'id': 165485, 'name': 'music contest'}, {'id': 165492, 'name': 'novice'}, {'id': 165493, 'name': 'puppet show'}, {'id': 165495, 'name': 'nun in love'}, {'id': 189422, 'name': 'nazi occupation'}, {'id': 214548, 'name': '1930s'}]",en,The Sound of Music,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,9.06773,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Robert Wise Productions', 'id': 6304}, {'name': 'Argyle Enterprises', 'id': 6305}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-03-02,286214286,174,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The happiest sound in all the world!,The Sound of Music,7.4,966
24000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,87492,"[{'id': 5565, 'name': 'biography'}, {'id': 5970, 'name': 'wrestling'}, {'id': 6075, 'name': 'sport'}, {'id': 9672, 'name': 'based on true story'}]",en,Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,8.10357,"[{'name': 'Likely Story', 'id': 1785}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Annapurna Pictures', 'id': 13184}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-05-19,12096300,134,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Based on the shocking true story,Foxcatcher,6.5,965
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",http://www.thirteenhoursmovie.com/,300671,"[{'id': 818, 'name': 'based on novel'}, {'id': 1376, 'name': 'assault rifle'}, {'id': 3070, 'name': 'mercenary'}, {'id': 5272, 'name': 'libya'}, {'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on true story'}, {'id': 11115, 'name': 'heroism'}, {'id': 14601, 'name': 'explosion'}, {'id': 34061, 'name': 'american abroad'}, {'id': 34079, 'name': 'death'}, {'id': 209493, 'name': '21st century'}, {'id': 214596, 'name': 'cia agent'}, {'id': 235476, 'name': 'u.s. ambassador'}]",en,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,18.022579,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': '3 Arts Entertainment', 'id': 787}, {'name': 'Bay Films', 'id': 6734}, {'name': 'Latina Pictures', 'id': 19108}, {'name': 'Dune Films', 'id': 19477}]","[{'iso_3166_1': 'MT', 'name': 'Malta'}, {'iso_3166_1': 'MA', 'name': 'Morocco'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-01-13,69411370,144,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"When everything went wrong, six men had the courage to do what was right.",13 Hours: The Secret Soldiers of Benghazi,7.0,963
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.foxsearchlight.com/meandearlandthedyinggirl/,308369,"[{'id': 331, 'name': 'tattoo'}, {'id': 6270, 'name': 'high school'}, {'id': 8097, 'name': 'leukemia'}, {'id': 9713, 'name': 'friends'}, {'id': 9755, 'name': 'parody'}, {'id': 10163, 'name': 'cancer'}, {'id': 10683, 'name': 'coming of age'}, {'id': 13130, 'name': 'teenager'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 33910, 'name': 'high school student'}, {'id': 223438, 'name': 'based on young adult novel'}]",en,Me and Earl and the Dying Girl,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",12.503333,"[{'name': 'Indian Paintbrush', 'id': 9350}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-12,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Little Friendship Never Killed Anyone.,Me and Earl and the Dying Girl,7.7,962
15000000,"[{'id': 18, 'name': 'Drama'}]",http://howwilditwas.com/,228970,"[{'id': 4414, 'name': 'adventure'}, {'id': 5565, 'name': 'biography'}, {'id': 5827, 'name': 'hiking'}, {'id': 9672, 'name': 'based on true story'}, {'id': 197528, 'name': 'traveller'}]",en,Wild,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,11.209154,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Pacific Standard', 'id': 15829}, {'name': 'bob industries', 'id': 93542}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-05,52501541,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wild,7.0,961
40000000,"[{'id': 35, 'name': 'Comedy'}]",,257091,"[{'id': 378, 'name': 'prison'}, {'id': 4613, 'name': 'training'}, {'id': 15124, 'name': 'framed'}, {'id': 163072, 'name': 'embezzlement'}]",en,Get Hard,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",8.178015,"[{'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-26,111811453,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An education in incarceration.,Get Hard,5.9,961
2500000,"[{'id': 27, 'name': 'Horror'}]",,571,"[{'id': 2589, 'name': 'pet shop'}, {'id': 3556, 'name': 'seclusion'}, {'id': 5500, 'name': 'playground'}, {'id': 9937, 'name': 'suspense'}, {'id': 10430, 'name': 'seagull'}, {'id': 11183, 'name': 'fireplace'}, {'id': 11237, 'name': 'rotoscoping'}, {'id': 11429, 'name': 'head wound'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 14660, 'name': 'bird attack'}, {'id': 156037, 'name': 'socialite'}, {'id': 156390, 'name': 'face slap'}, {'id': 156866, 'name': 'based on short story'}, {'id': 159841, 'name': 'cigarette lighter'}, {'id': 168115, 'name': 'practical joke'}, {'id': 170378, 'name': 'schoolteacher'}, {'id': 172210, 'name': 'lovebird'}, {'id': 172218, 'name': 'shopkeeper'}, {'id': 172223, 'name': 'chased down street'}, {'id': 172225, 'name': 'unsolved mystery'}, {'id': 172226, 'name': 'blood on head'}, {'id': 172228, 'name': 'schoolhouse'}]",en,The Birds,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",11.591462,"[{'name': 'Alfred J. Hitchcock Productions', 'id': 10715}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-03-28,11403529,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"...and remember, the next scream you hear may be your own!",The Birds,7.3,959
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,35690,"[{'id': 1155, 'name': 'brother sister relationship'}, {'id': 1605, 'name': 'new love'}, {'id': 5600, 'name': 'daughter'}, {'id': 14714, 'name': 'summer vacation'}, {'id': 187056, 'name': 'woman director'}]",en,The Last Song,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",5.541073,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-31,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A story about family, first love, second chances and the moment in life that lead you back home.",The Last Song,7.0,959
42000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",http://www.redridinghoodmovie.com/,49730,"[{'id': 1442, 'name': 'winter'}, {'id': 2486, 'name': 'fantasy'}, {'id': 3205, 'name': 'fairy tale'}, {'id': 10700, 'name': 'hood'}, {'id': 12564, 'name': 'werewolf'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}, {'id': 192993, 'name': 'red riding hood'}]",en,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",10.174298,"[{'name': 'Appian Way', 'id': 562}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Random Films', 'id': 7262}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-03-11,89162162,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who's afraid?,Red Riding Hood,5.7,958
5800000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",http://www.foxmovies.com/movies/planet-of-the-apes,871,"[{'id': 311, 'name': 'human evolution'}, {'id': 690, 'name': 'gorilla'}, {'id': 910, 'name': 'bondage'}, {'id': 1826, 'name': 'space marine'}, {'id': 2552, 'name': 'chimp'}, {'id': 2831, 'name': 'slavery'}, {'id': 3801, 'name': 'space travel'}, {'id': 4379, 'name': 'time travel'}, {'id': 4565, 'name': 'dystopia'}, {'id': 12332, 'name': 'apocalypse'}, {'id': 14626, 'name': 'astronaut'}, {'id': 14759, 'name': 'ape'}, {'id': 207569, 'name': 'human subjugation'}]",en,Planet of the Apes,"An  U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",17.784978,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'APJAC Productions', 'id': 12943}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1968-02-07,33395426,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Somewhere in the Universe, there must be something better than man!",Planet of the Apes,7.5,958
155000000,"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,1966,"[{'id': 347, 'name': 'aristotle'}, {'id': 1160, 'name': 'egypt'}, {'id': 1200, 'name': 'greece'}, {'id': 1241, 'name': 'persia'}, {'id': 2857, 'name': 'elephant'}, {'id': 3072, 'name': 'campaign'}, {'id': 5127, 'name': 'alexander the great'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 10198, 'name': 'gay relationship'}, {'id': 14704, 'name': 'ancient world'}]",en,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",13.498641,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'Egmond Film & Television', 'id': 4588}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Pacifica Film', 'id': 10926}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}, {'name': 'WR Universal Group', 'id': 54997}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-11-21,167298192,175,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest legend of all was real.,Alexander,5.6,957
51000000,"[{'id': 35, 'name': 'Comedy'}]",,2123,"[{'id': 222, 'name': 'schizophrenia'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",en,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",9.95456,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Conundrum Entertainment', 'id': 1156}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-06-22,149270999,116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,From gentle to mental.,"Me, Myself & Irene",6.1,956
20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.foxsearchlight.com/thedescendants/,65057,"[{'id': 1668, 'name': 'hawaii'}, {'id': 4604, 'name': 'father-in-law'}, {'id': 5600, 'name': 'daughter'}, {'id': 11501, 'name': 'cheating wife'}, {'id': 34145, 'name': 'beach house'}, {'id': 155879, 'name': 'boating accident'}, {'id': 155881, 'name': 'estate'}, {'id': 155882, 'name': 'dying mother'}, {'id': 155884, 'name': 'beautiful girl'}, {'id': 155888, 'name': 'teenage daughter'}, {'id': 155891, 'name': 'trustee'}, {'id': 155892, 'name': 'trust fund'}, {'id': 155894, 'name': 'wild girl'}, {'id': 155896, 'name': 'wild child'}, {'id': 177259, 'name': 'realtor'}]",en,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",11.794753,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Ad Hominem Enterprises', 'id': 2361}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-09,177243185,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The South Pacific ain't that terrific.,The Descendants,6.7,956
1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",http://www.3l-filmverleih.de/rec,8329,"[{'id': 321, 'name': 'terror'}, {'id': 1523, 'name': 'obsession'}, {'id': 2249, 'name': 'camcorder'}, {'id': 2733, 'name': 'firemen'}, {'id': 3684, 'name': 'religion and supernatural'}, {'id': 3974, 'name': 'reality tv'}, {'id': 4197, 'name': 'bite'}, {'id': 4606, 'name': 'cinematographer'}, {'id': 5034, 'name': 'attempt to escape'}, {'id': 6623, 'name': 'lodger'}, {'id': 8001, 'name': 'live-reportage'}, {'id': 163053, 'name': 'found footage'}]",es,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,8.504511,"[{'name': 'Filmax', 'id': 3631}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2007-04-10,30448000,78,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,One witness. One camera,[REC],7.1,954
950000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.mgm.com/#/our-titles/566/Dr.-No,646,"[{'id': 212, 'name': 'london england'}, {'id': 392, 'name': 'england'}, {'id': 441, 'name': 'assassination'}, {'id': 470, 'name': 'spy'}, {'id': 585, 'name': 'casino'}, {'id': 911, 'name': 'exotic island'}, {'id': 1317, 'name': 'card game'}, {'id': 1826, 'name': 'space marine'}, {'id': 2051, 'name': 'intelligence'}, {'id': 3266, 'name': 'jamaica'}, {'id': 3268, 'name': 'secret base'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3270, 'name': 'baccarat'}, {'id': 3271, 'name': 'secret organization'}, {'id': 3272, 'name': 'secret intelligence service'}, {'id': 3275, 'name': 'nuclear radiation'}, {'id': 3289, 'name': 'villain'}, {'id': 4289, 'name': 'secret agent'}, {'id': 18268, 'name': 'atomic reactor'}]",en,Dr. No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",19.931606,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1962-10-04,59600000,110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,953
12000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.projectalmanac.com/,227719,"[{'id': 4379, 'name': 'time travel'}, {'id': 5455, 'name': 'time machine'}, {'id': 13130, 'name': 'teenager'}, {'id': 163053, 'name': 'found footage'}]",en,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",9.363482,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Insurge Pictures', 'id': 7377}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-01-29,32248241,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Today is better the second time around,Project Almanac,6.4,953
41677699,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,12429,"[{'id': 456, 'name': 'mother'}, {'id': 1357, 'name': 'fish'}, {'id': 1792, 'name': 'cliff'}, {'id': 5905, 'name': 'father'}, {'id': 5938, 'name': 'mermaid'}, {'id': 7376, 'name': 'princess'}, {'id': 210024, 'name': 'anime'}]",ja,崖の上のポニョ,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",8.470945,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'The Yomiuri Shimbun', 'id': 11726}, {'name': 'Hakuhodo DY Media Partners', 'id': 11846}, {'name': 'Mitsubishi', 'id': 11847}, {'name': 'Lawson', 'id': 11849}, {'name': 'Walt Disney Company', 'id': 20193}, {'name': 'Taikei Office', 'id': 34557}, {'name': 'Asahi Soft Drinks Company', 'id': 34558}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2008-07-19,187479518,100,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Welcome To A World Where Anything Is Possible.,Ponyo,7.5,953
9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://stxmovies.com/theedgeofseventeen/,376660,"[{'id': 6054, 'name': 'friendship'}, {'id': 6270, 'name': 'high school'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10049, 'name': 'teen angst'}, {'id': 10683, 'name': 'coming of age'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 12392, 'name': 'best friend'}, {'id': 13043, 'name': 'dating'}, {'id': 13130, 'name': 'teenager'}, {'id': 187056, 'name': 'woman director'}]",en,The Edge of Seventeen,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",9.51953,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'STX Entertainment', 'id': 47729}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-18,18803648,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You're only young once... is it over yet?,The Edge of Seventeen,7.3,952
39000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/frankenweenie-2012,62214,"[{'id': 367, 'name': 'shyness'}, {'id': 10121, 'name': 'stop motion'}, {'id': 12999, 'name': 'black and white'}, {'id': 13038, 'name': 'retro'}, {'id': 15162, 'name': 'dog'}, {'id': 157164, 'name': 'animal death'}, {'id': 158395, 'name': 'animal lover'}]",en,Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",10.296047,"[{'name': 'Tim Burton Productions', 'id': 8601}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-04,35287788,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The electrifying dog is back from beyond the grave,Frankenweenie,6.6,951
17000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,146,"[{'id': 334, 'name': 'flying'}, {'id': 779, 'name': 'martial arts'}, {'id': 2063, 'name': 'taskmaster'}, {'id': 4575, 'name': 'comb'}, {'id': 4809, 'name': 'tiger'}, {'id': 5293, 'name': 'desert thief'}, {'id': 14604, 'name': 'theft'}, {'id': 18432, 'name': 'female martial artist'}]",zh,卧虎藏龙,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",19.944953,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Columbia Pictures Film Production Asia', 'id': 2798}, {'name': 'Good Machine', 'id': 10565}, {'name': 'EDKO Film', 'id': 12205}, {'name': 'Asia Union Film & Entertainment Ltd.', 'id': 20289}, {'name': 'United China Vision', 'id': 20290}, {'name': 'Zoom Hunt International Productions Company Ltd.', 'id': 20291}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-10-01,213525736,120,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,"A timeless story of strength, secrets and two warriors who would never surrender.","Crouching Tiger, Hidden Dragon",7.2,949
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9029,"[{'id': 585, 'name': 'casino'}, {'id': 612, 'name': 'hotel'}, {'id': 1253, 'name': 'roommate'}, {'id': 1907, 'name': 'fictitious marriage'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 9823, 'name': 'rivalry'}, {'id': 13027, 'name': 'wedding'}, {'id': 14570, 'name': 'las vegas'}]",da,What Happens in Vegas,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",10.054226,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Penn Station Entertainment', 'id': 4916}, {'name': 'Dune Entertainment III', 'id': 6332}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-05-07,170000000,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sh', 'name': ''}]",Released,Get Lucky,What Happens in Vegas,5.8,949
48000000,"[{'id': 35, 'name': 'Comedy'}]",,4256,"[{'id': 12416, 'name': 'horror spoof'}]",en,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",11.142209,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Brad Grey Pictures', 'id': 10958}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-24,220673217,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Great trilogies come in threes.,Scary Movie 3,5.8,948
7000000,"[{'id': 18, 'name': 'Drama'}]",,1367,"[{'id': 396, 'name': 'transporter'}, {'id': 732, 'name': 'coma'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1567, 'name': 'intensive care'}, {'id': 1701, 'name': 'hero'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2416, 'name': 'publicity'}, {'id': 2792, 'name': 'boxer'}, {'id': 4487, 'name': 'boxing match'}, {'id': 4613, 'name': 'training'}, {'id': 5378, 'name': 'world champion'}, {'id': 6067, 'name': 'victory'}, {'id': 6075, 'name': 'sport'}, {'id': 11612, 'name': 'hospital'}]",en,Rocky II,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",11.789813,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-06-15,200182160,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Once he fought for a dream. Now he's fighting for love!,Rocky II,6.9,948
